"species","Locality","Latitude","Longitude","Belt","period","daily_survival_rate","daily_predation_rate","DPRtrans","DPR_assumption","Incubation_days","source_id","predated","hatched","infertile","other_failed","Failed_together","N.nests","obs_time","Exposure_days","years","mean_year","years_nr","References.and.notes","DPR","TPR"
"Calidris_bairdii","Qarlikturvik Valley, Sirmilik National Park",72.883,-78.917,"Arctic","after",NA,NA,"YES","Fail_is_depr",24.3,"206",25,10,NA,NA,25,35,0.5,273.375,"2006-2008",2007,2,"McKinnon & Bêty 2009",0.0914494741655235,0.902751537700246
"Calidris_fuscicollis","Qarlikturvik Valley, Sirmilik National Park",72.883,-78.917,"Arctic","after",NA,NA,"YES","Fail_is_depr",26,"206",14,4,NA,NA,14,18,0.5,143,"2006-2008",2007,2,"McKinnon & Bêty 2009",0.0979020979020979,0.931357120460829
"Calidris_bairdii","Sarcpa Lake, Melville Peninsula",68.55,-83.317,"Arctic","before",NA,NA,"YES","NA",24.3,"207",NA,NA,NA,NA,NA,NA,0.5,0,"1982-1982",1982,1,"Reid & Montgomerie 1985",NA,NA
"Calidris_alpina","Lower Khatanga River",72.906,106.104,"Arctic","before",NA,NA,"YES","Fail_is_depr",25,"208",80,49,NA,NA,80,129,0.6,1335,"1994-2009",2001.5,6,"Soloviev et al. 2010",0.0599250936329588,0.786665299284175
"Calidris_melanotos","Lower Khatanga River",72.906,106.104,"Arctic","before",NA,NA,"YES","Fail_is_depr",26,"208",153,95,NA,NA,153,248,0.6,2675.4,"1994-2009",2001.5,6,"Soloviev et al. 2010",0.0571877102489347,0.783700203835267
"Calidris_minuta","Lower Khatanga River",72.906,106.104,"Arctic","before",NA,NA,"YES","Fail_is_depr",24.5,"208",33,16,NA,NA,33,49,0.6,477.75,"1994-2009",2001.5,6,"Soloviev et al. 2010",0.0690737833594976,0.826849442099416
"Phalaropus_fulicarius","Lower Khatanga River",72.906,106.104,"Arctic","before",NA,NA,"YES","Fail_is_depr",22.8,"208",72,63,NA,NA,72,135,0.6,1354.32,"1994-2009",2001.5,6,"Soloviev et al. 2010",0.0531632110579479,0.712211904465618
"Philomachus_pugnax","Lower Khatanga River",72.906,106.104,"Arctic","before",NA,NA,"YES","Fail_is_depr",25.5,"208",52,27,NA,NA,52,79,0.6,810.9,"1994-2009",2001.5,6,"Soloviev et al. 2010",0.0641262794425946,0.815481491098973
"Calidris_alpina","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"YES, NO","Fail_is_depr, NA",25,"208, 132",72,108,NA,0,72,180,0.6,2104.5,"1994-2014",2003.41666666667,12,"Arctic Shorebird Demographics Network 2016, Soloviev et al. 2010",0.0342124019957235,0.581167277764951
"Calidris_melanotos","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"YES, NO","Fail_is_depr, NA",26,"208, 132",176,188,NA,0,176,364,0.6,4058.9,"1994-2014",2003.41666666667,12,"Arctic Shorebird Demographics Network 2016, Soloviev et al. 2010",0.0433615018847471,0.68417666842502
"Calidris_minuta","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"YES, NO","Fail_is_depr, NA",24.5,"208, 132",77,151,NA,0,77,228,0.6,2709.95,"1994-2014",2003.41666666667,12,"Arctic Shorebird Demographics Network 2016, Soloviev et al. 2010",0.0284138083728482,0.506493723445207
"Phalaropus_fulicarius","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"YES, NO","Fail_is_depr, NA",22.8,"208, 132",114,202,NA,1,115,317,0.6,3395.64,"1994-2014",2003.41666666667,12,"Arctic Shorebird Demographics Network 2016, Soloviev et al. 2010",0.0335724635120331,0.540950049311221
"Philomachus_pugnax","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"YES, NO","Fail_is_depr, NA",25.5,"208, 132",87,89,NA,0,87,176,0.6,1952.3,"1994-2014",2003.41666666667,12,"Arctic Shorebird Demographics Network 2016, Soloviev et al. 2010",0.0445628233365774,0.687280857407538
"Calidris_ferruginea","Pronchishchev Lake, Taimyr",75.267,112.467,"Arctic","before",NA,NA,"NO","NA",24.7,"209",0,25,0,0,0,25,0.5,235,"1991-1991",1991,1,"Schekkerman et al. 1998",0,0
"Calidris_maritima","Longyearbyen, Svalbard",78.217,15.583,"Arctic","before",NA,NA,"YES","NA",25.75,"210",11,23,NA,NA,11,34,0.9,660.4875,"1995-1995",1995,1,"Pierce et al. 2010",0.0166543651469558,0.351089947351888
"Calidris_alpina","SW Skane (Soutwest Sweeden)",55.47,12.97,"North temperate","before",NA,NA,"YES","NA",25,"211",122,60,NA,21,143,203,0.6,1935,"1981-1986",1983.5,6,"Jönsson 1991",0.0630490956072351,0.803699742851947
"Steganopus_tricolor (Phalaropus tricolor)","Audubon National Wildlife Refuge, North Dacota ",47.606,-101.185,"North temperate","before",NA,NA,"YES","NA",27,"212",18,1,NA,4,22,23,0.6,162,"1975-1975",1975,1,"Kagarise 1979",0.111111111111111,0.958420248072612
"Phalaropus_lobatus","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",0.9295,NA,"YES, NO","NA",22.5,"213, 132",84,48,0,30,114,162,0.5,1177.125,"2005-2014",2009.83333333333,6,"Arctic Shorebird Demographics Network 2016, Walpole et al. 2008",0.0713603058298821,0.810955965878732
"Cursorius_cursor","Maio ",15.2,-23.168,"North tropics","after",NA,NA,"YES","NA",22.5,"214, 528",5,11,NA,5,10,21,0.5,178.875,"2013-2015",2014,2,"Gonçalves 2014, Gonçalves in litt., Seymour et al. 2015",0.0279524807826695,0.471592874693923
"Glareola_pratincola","Rabat-Bouznika",33.866,-7.063,"North temperate","after",NA,NA,"YES","Fail_is_depr",21,"216",92,83,NA,NA,92,175,0.5,1354.5,"2003-2004",2003.5,2,"Hanane et al. 2010",0.067921742340347,0.771703146509813
"Glareola_nuchalis","M'Passa, near Makokou",0.499,12.812,"North tropics","before",NA,NA,"YES","NA",21,"217",17,12,NA,7,24,36,0.5,252,"1970-1978",1974,9,"Brosset 1979",0.0674603174603175,0.769317977037709
"Glareola_nuchalis","Mpala Jena island",-17.836,25.709,"South tropics","before",NA,NA,"YES","NA",21,"218",NA,NA,NA,NA,NA,NA,0.5,0,"1986-1987",1986.5,2,"Williams et al. 1989",NA,NA
"Arenaria_interpres","Zackenberg",74.478,-20.555,"Arctic","before",NA,NA,"NO, YES","NA",25.9,"500",15,17,0,1,16,33,0.5,338.5,"1996-2015",2003.25,4,"BioBasis Monitoring Programme, Zackenberg, Hansen in litt.",0.0443131462333826,0.690846369901374
"Calidris_alba","Zackenberg",74.478,-20.555,"Arctic","before",NA,NA,"NO","NA",30.5,"500",7,27,0,1,8,35,0.5,387.3,"1996-2015",2005.5,4,"Hansen in litt.",0.0180738445649367,0.426670528366286
"Calidris_alpina","Zackenberg",74.478,-20.555,"Arctic","before",NA,NA,"NO, YES","NA",25,"500",6,18,0,1,7,25,0.5,332.1,"1996-2015",2003.25,4,"BioBasis Monitoring Programme, Zackenberg, Hansen in litt.",0.01806684733514,0.366060109949539
"Charadrius_hiaticula","Zackenberg",74.478,-20.555,"Arctic","before",NA,NA,"NO","NA",28,"500",2,6,0,0,2,8,0.5,101,"1996-2015",2005.5,3,"Hansen in litt.",0.0198019801980198,0.428801599260648
"Calidris_canutus","Zackenberg",74.478,-20.555,"Arctic","before",NA,NA,"NO, YES","NA",26,"500",2,1,0,1,3,4,0.5,34.9,"1996-2015",2002.83333333333,4,"BioBasis Monitoring Programme, Zackenberg, Hansen in litt.",0.0573065902578797,0.784408196399116
"Phalaropus_lobatus","Zackenberg",74.478,-20.555,"Arctic","before",NA,NA,"NO, YES","NA",22.5,"500",1,0,0,0,1,1,0.5,5,"1996-2009",2001.6,4,"BioBasis Monitoring Programme, Zackenberg, Hansen in litt.",0.2,0.993400292206023
"Arenaria_interpres","Zackenberg",74.478,-20.555,"Arctic","after",NA,NA,"NO, YES","NA",25.9,"500, 4",67,80,0,3,70,150,0.5,1238,"1996-2018",2007,19,"BioBasis Monitoring Programme, Zackenberg, Hansen in litt.",0.0541195476575121,0.763321458105038
"Calidris_alba","Zackenberg",74.478,-20.555,"Arctic","after",NA,NA,"NO","NA",30.5,"500",25,33,0,0,25,58,0.5,642.7,"1996-2015",2005.5,7,"Hansen in litt.",0.0388983973860277,0.701830172868538
"Calidris_alpina","Zackenberg",74.478,-20.555,"Arctic","after",NA,NA,"NO, YES","NA",25,"500, 4",63,116,0,5,68,184,0.5,2037.3,"1996-2018",2007,19,"BioBasis Monitoring Programme, Zackenberg, Hansen in litt.",0.0309232808128405,0.544011375678275
"Charadrius_hiaticula","Zackenberg",74.478,-20.555,"Arctic","after",NA,NA,"NO","NA",28,"500",19,19,0,1,20,39,0.5,458.9,"1996-2015",2005.5,12,"Hansen in litt.",0.0414033558509479,0.693940883738385
"Calidris_canutus","Zackenberg",74.478,-20.555,"Arctic","after",NA,NA,"NO, YES","NA",26,"500, 4",15,7,0,0,15,22,0.5,183.3,"1996-2018",2007.61666666667,19,"BioBasis Monitoring Programme, Zackenberg, Hansen in litt.",0.0818330605564648,0.891366711539246
"Phalaropus_lobatus","Zackenberg",74.478,-20.555,"Arctic","after",NA,NA,"NO, YES","NA",22.5,"500, 4",2,0,0,0,2,2,0.5,9,"1996-2018",2007.85714285714,19,"BioBasis Monitoring Programme, Zackenberg, Hansen in litt.",0.222222222222222,0.996498537835085
"Phalaropus_fulicarius","Zackenberg",74.478,-20.555,"Arctic","after",NA,NA,"NO, YES","NA",22.8,"500, 4",1,0,0,0,1,1,0.5,20,"1996-2018",2008.15,19,"BioBasis Monitoring Programme, Zackenberg, Hansen in litt.",0.05,0.689473834437342
"Calidris_temminckii","Belyaka Spit, Chukotka",67.025,-174.142,"Arctic","before",NA,NA,"NO","NA",24.8,"501",11,5,NA,1,12,17,0.5,162,"1986-1988",1987,3,"Tomkovich in litt.",0.0679012345679012,0.825153907028599
"Calidris_melanotos","Yakutia, Lena River",61.713,132.077,"Arctic","before",NA,NA,"NO","NA",26,"501",2,15,NA,NA,2,17,0.5,254,"1973-1973",1973,1,"Tomkovich in litt.",0.0078740157480315,0.185788132355517
"Calidris_canutus","Knipovich Bay, Taimyr",76.083,98.533,"Arctic","before",NA,NA,"NO","NA",26,"501",6,11,NA,1,7,18,0.5,198.5,"1990-1992",1991,3,"Tomkovich in litt.",0.0302267002518892,0.549778955303095
"Charadrius_mongolus","Meïnypilgyno, Chukotka",62.543,177.076,"Arctic","after",NA,NA,"NO","NA",26.5,"501",20,37,NA,5,25,62,0.5,872.5,"2009-2016",2012.5,8,"Tomkovich in litt.",0.0229226361031519,0.459099691820173
"Pluvialis_fulva","Meïnypilgyno, Chukotka",62.543,177.076,"Arctic","after",NA,NA,"NO","NA",33.25,"501",19,35,NA,1,20,55,0.5,731.5,"2009-2016",2012.5,8,"Tomkovich in litt.",0.025974025974026,0.583159031969158
"Calidris_ptilocnemis","Uelen, Chukotka",66.0996666666667,-170.101666666667,"Arctic","before",NA,NA,"NO","NA",24,"501",10,21,1,6,17,38,0.5,564,"1978-1980",1979,3,"Tomkovich in litt.",0.0177304964539007,0.349067646611631
"Charadrius_falklandicus","Puerto Madryn, Patagonia",-42.729,-65.036,"South temperate","after",0.961,NA,"NO","NA",28.5,"506",7,29,NA,25,32,61,0.6,928.5,"2012-2015",2013.5,2,"Glenda D. Hevia and Verónica L. D’Amico in litt.",0.00753904146472806,0.194004165789469
"Tringa_nebularia","north Sutherland, Scotland",58.533,-4.232,"North temperate","after",NA,NA,"YES","NA",28.3,"508",8,15,NA,1,9,24,0.5,275.925,"2001-2007",2004,7,"Hancock in litt.",0.0289933858838452,0.565101484753136
"Vanellus_vanellus","Ceskobudejovicko, South Bohemia",49.115,14.268,"North temperate","before",NA,NA,"NO","NA",31,"113",151,164,NA,95,246,410,0.6,7111,"1988-1998",1993,8,"Šálek in litt.",0.0212347067922936,0.485914457978005
"Phalaropus_lobatus","Ugolnie Kopi, Anadyr",64.79,177.637,"Arctic","after",NA,NA,"NO","NA",22.5,"519",6,12,0,0,6,18,0.9,272,"2015-2015",2015,1,"Sladecek et al in litt",0.0220588235294118,0.394608270722876
"Calidris_acuminata","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"YES, NO","NA",26,"520, 132",10,9,0,0,10,19,0.5,166,"2000-2014",2008.125,8,"Arctic Shorebird Demographics Network 2016, Soloviev in litt.",0.0602409638554217,0.801194100328134
"Limicola_falcinellus","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"YES, NO","NA",25.3,"520, 132",11,9,0,2,13,22,0.5,170.825,"2003-2014",2009.25,5,"Arctic Shorebird Demographics Network 2016, Soloviev in litt.",0.0643933850431728,0.814364907875481
"Calidris_mauri","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","before",NA,NA,"NO","NA",25,"132",60,145,NA,14,74,219,0.6,3184.5,"1993-2014",2003.5,6,"Arctic Shorebird Demographics Network 2016",0.0188412623645784,0.378441665152968
"Calidris_pusilla","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","before",NA,NA,"NO","NA",23.5,"132",84,100,NA,3,87,187,0.6,2273.5,"1993-2014",2003.5,6,"Arctic Shorebird Demographics Network 2016",0.0369474378711238,0.587166636254908
"Phalaropus_lobatus","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","before",NA,NA,"NO","NA",22.5,"132",21,23,NA,2,23,46,0.6,476,"1993-2014",2003.5,3,"Arctic Shorebird Demographics Network 2016",0.0441176470588235,0.63767359197949
"Calidris_mauri","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","after",NA,NA,"NO","NA",25,"132",123,144,NA,21,144,288,0.6,3767,"1993-2014",2003.5,6,"Arctic Shorebird Demographics Network 2016",0.0326519777010884,0.563917456154216
"Calidris_pusilla","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","after",NA,NA,"NO","NA",23.5,"132",95,110,NA,8,103,213,0.6,2396.5,"1993-2014",2003.5,5,"Arctic Shorebird Demographics Network 2016",0.0396411433340288,0.613465441332186
"Phalaropus_lobatus","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","after",NA,NA,"NO","NA",22.5,"132",84,58,NA,7,91,149,0.6,1379.5,"1993-2014",2003.5,5,"Arctic Shorebird Demographics Network 2016",0.0608916274012323,0.756721610904432
"Calidris_melanotos","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","after",NA,NA,"NO","NA",26,"132",1,0,NA,0,1,1,0.6,2.5,"1993-2014",2003.5,1,"Arctic Shorebird Demographics Network 2016",0.4,0.999998294182718
"Calidris_alpina","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","after",NA,NA,"NO","NA",25,"132",1,2,NA,0,1,3,0.6,49,"1993-2014",2003.5,1,"Arctic Shorebird Demographics Network 2016",0.0204081632653061,0.40278743881177
"Limnodromus_scolopaceus","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","after",NA,NA,"NO","NA",24.25,"132",0,1,NA,0,0,1,0.6,8,"1993-2014",2003.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_minutilla","21 km east of Nome, Alaska",64.449,-164.977,"Arctic","after",NA,NA,"NO","NA",24,"132",1,0,NA,0,1,1,0.6,2,"1993-2014",2003.5,1,"Arctic Shorebird Demographics Network 2016",0.5,0.999999940395355
"Calidris_alpina","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",25,"132",176,394,NA,24,200,594,0.6,7833.5,"2003-2014",2008.5,12,"Arctic Shorebird Demographics Network 2016",0.02246760707219,0.433396904417526
"Calidris_melanotos","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",26,"132",123,500,NA,22,145,645,0.6,9413.5,"2003-2014",2008.5,12,"Arctic Shorebird Demographics Network 2016",0.0130663408933978,0.289626129087622
"Calidris_pusilla","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",23.5,"132",89,304,NA,17,106,410,0.6,5200,"2003-2014",2008.5,12,"Arctic Shorebird Demographics Network 2016",0.0171153846153846,0.333485461454106
"Limnodromus_scolopaceus","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",24.25,"132",78,92,NA,21,99,191,0.6,2418,"2003-2014",2008.5,12,"Arctic Shorebird Demographics Network 2016",0.032258064516129,0.548487943584624
"Phalaropus_fulicarius","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",22.8,"132",209,753,NA,88,297,1050,0.6,12343.5,"2003-2014",2008.5,12,"Arctic Shorebird Demographics Network 2016",0.0169319884959695,0.322506280622984
"Phalaropus_lobatus","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",22.5,"132",14,84,NA,2,16,100,0.6,1316.5,"2003-2014",2008.5,12,"Arctic Shorebird Demographics Network 2016",0.0106342575009495,0.213806331600487
"Pluvialis_dominica","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",32.25,"132",52,71,NA,17,69,140,0.6,2493,"2003-2014",2008.5,12,"Arctic Shorebird Demographics Network 2016",0.0208584035298837,0.493280748561687
"Calidris_fuscicollis","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",26,"132",7,2,NA,1,8,10,0.6,81.5,"2003-2014",2008.5,6,"Arctic Shorebird Demographics Network 2016",0.0858895705521472,0.903179958553604
"Calidris_bairdii","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",24.3,"132",0,8,NA,0,0,8,0.6,148,"2003-2014",2008.5,5,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_mauri","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",25,"132",26,60,NA,17,43,103,0.6,1507.5,"2003-2014",2008.5,8,"Arctic Shorebird Demographics Network 2016",0.0172470978441128,0.352695874266467
"Tryngites_subruficollis","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",27,"132",6,16,NA,0,6,22,0.6,289,"2003-2014",2008.5,2,"Arctic Shorebird Demographics Network 2016",0.0207612456747405,0.432465842873253
"Arenaria_interpres","Barrow, Alaska",71.3,-156.6,"Arctic","after",NA,NA,"NO","NA",25.9,"132",0,3,NA,0,0,3,0.6,53,"2003-2014",2008.5,3,"Arctic Shorebird Demographics Network 2016",0,0
"Arenaria_interpres","Bay of Chaun and Koljuchinskaja",68.61,171.241,"Arctic","after",NA,NA,"NO","NA",25.9,"132",0,1,NA,0,0,1,0.6,2,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_alpina","Bay of Chaun and Koljuchinskaja",68.61,171.241,"Arctic","after",NA,NA,"NO","NA",25,"132",27,16,NA,2,29,45,0.6,388,"2012-2014",2013,3,"Arctic Shorebird Demographics Network 2016",0.0695876288659794,0.835226674141162
"Calidris_melanotos","Bay of Chaun and Koljuchinskaja",68.61,171.241,"Arctic","after",NA,NA,"NO","NA",26,"132",9,5,NA,0,9,14,0.6,121.5,"2012-2014",2013,3,"Arctic Shorebird Demographics Network 2016",0.0740740740740741,0.864798236191747
"Philomachus_pugnax","Bay of Chaun and Koljuchinskaja",68.61,171.241,"Arctic","after",NA,NA,"NO","NA",25.5,"132",0,6,NA,0,0,6,0.6,42.5,"2012-2014",2013,2,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_temminckii","Bay of Chaun and Koljuchinskaja",68.61,171.241,"Arctic","after",NA,NA,"NO","NA",24.8,"132",3,3,NA,0,3,6,0.6,51,"2012-2014",2013,3,"Arctic Shorebird Demographics Network 2016",0.0588235294117647,0.777647344907723
"Phalaropus_lobatus","Bay of Chaun and Koljuchinskaja",68.61,171.241,"Arctic","after",NA,NA,"NO","NA",22.5,"132",8,8,NA,0,8,16,0.6,133,"2012-2014",2013,2,"Arctic Shorebird Demographics Network 2016",0.0601503759398496,0.752364233457917
"Pluvialis_fulva","Bay of Chaun and Koljuchinskaja",68.61,171.241,"Arctic","after",NA,NA,"NO","NA",33.25,"132",1,0,NA,0,1,1,0.6,4,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0.25,0.999929888863387
"Phalaropus_fulicarius","Bay of Chaun and Koljuchinskaja",68.61,171.241,"Arctic","after",NA,NA,"NO","NA",22.8,"132",2,0,NA,0,2,2,0.6,5.5,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0.363636363636364,0.999966543377915
"Calidris_alpina","Burntpoint Creek, Ontario",55.2,-84.3,"North temperate","after",NA,NA,"NO","NA",25,"132",6,9,NA,2,8,17,0.6,108.5,"2012-2014",2013,3,"Arctic Shorebird Demographics Network 2016",0.0552995391705069,0.758813397304343
"Calidris_minutilla","Burntpoint Creek, Ontario",55.2,-84.3,"North temperate","after",NA,NA,"NO","NA",24,"132",3,7,NA,0,3,10,0.6,114.5,"2012-2014",2013,3,"Arctic Shorebird Demographics Network 2016",0.0262008733624454,0.471232033635464
"Charadrius_vociferus","Burntpoint Creek, Ontario",55.2,-84.3,"North temperate","after",NA,NA,"NO","NA",28.55,"132",2,0,NA,0,2,2,0.6,13,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0.153846153846154,0.991514480166143
"Numenius_phaeopus","Burntpoint Creek, Ontario",55.2,-84.3,"North temperate","after",NA,NA,"NO","NA",29,"132",10,7,NA,2,12,19,0.6,169.5,"2012-2014",2013,3,"Arctic Shorebird Demographics Network 2016",0.0589970501474926,0.828549577066508
"Pluvialis_dominica","Burntpoint Creek, Ontario",55.2,-84.3,"North temperate","after",NA,NA,"NO","NA",32.25,"132",0,1,NA,0,0,1,0.6,14,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0,0
"Limosa_haemastica","Burntpoint Creek, Ontario",55.2,-84.3,"North temperate","after",NA,NA,"NO","NA",27,"132",1,2,NA,0,1,3,0.6,30,"2012-2014",2013,2,"Arctic Shorebird Demographics Network 2016",0.0333333333333333,0.599620285232544
"Phalaropus_lobatus","Burntpoint Creek, Ontario",55.2,-84.3,"North temperate","after",NA,NA,"NO","NA",22.5,"132",1,0,NA,0,1,1,0.6,6,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0.166666666666667,0.98346432362721
"Charadrius_semipalmatus","Burntpoint Creek, Ontario",55.2,-84.3,"North temperate","after",NA,NA,"NO","NA",28,"132",3,0,NA,0,3,3,0.6,9,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0.333333333333333,0.999988266036136
"Calidris_fuscicollis","Bylot Island",73.2,-80,"Arctic","after",NA,NA,"NO","NA",26,"132",38,23,NA,5,43,66,0.6,601,"2005-2014",2009.5,8,"Arctic Shorebird Demographics Network 2016",0.0632279534109817,0.816986977282778
"Pluvialis_dominica","Bylot Island",73.2,-80,"Arctic","after",NA,NA,"NO","NA",32.25,"132",91,57,NA,6,97,154,0.6,1495.5,"2005-2014",2009.5,9,"Arctic Shorebird Demographics Network 2016",0.0608492143095955,0.867957338668269
"Calidris_bairdii","Bylot Island",73.2,-80,"Arctic","after",NA,NA,"NO","NA",24.3,"132",66,76,NA,6,72,148,0.6,1605,"2005-2014",2009.5,9,"Arctic Shorebird Demographics Network 2016",0.0411214953271028,0.639541667666417
"Calidris_melanotos","Bylot Island",73.2,-80,"Arctic","after",NA,NA,"NO","NA",26,"132",4,4,NA,2,6,10,0.6,94,"2005-2014",2009.5,4,"Arctic Shorebird Demographics Network 2016",0.0425531914893617,0.677164673368069
"Phalaropus_fulicarius","Bylot Island",73.2,-80,"Arctic","after",NA,NA,"NO","NA",22.8,"132",1,4,NA,0,1,5,0.6,56.5,"2005-2014",2009.5,4,"Arctic Shorebird Demographics Network 2016",0.0176991150442478,0.334458095854728
"Pluvialis_squatarola","Bylot Island",73.2,-80,"Arctic","after",NA,NA,"NO","NA",31.75,"132",10,8,NA,0,10,18,0.6,160.5,"2005-2014",2009.5,6,"Arctic Shorebird Demographics Network 2016",0.0623052959501558,0.870296571457293
"Arenaria_interpres","Bylot Island",73.2,-80,"Arctic","after",NA,NA,"NO","NA",25.9,"132",1,1,NA,0,1,2,0.6,31,"2005-2014",2009.5,2,"Arctic Shorebird Demographics Network 2016",0.032258064516129,0.572267128865418
"Charadrius_hiaticula","Bylot Island",73.2,-80,"Arctic","after",NA,NA,"NO","NA",28,"132",0,14,NA,0,0,14,0.6,174.5,"2005-2014",2009.5,3,"Arctic Shorebird Demographics Network 2016",0,0
"Arenaria_interpres","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",25.9,"132",2,5,NA,0,2,7,0.6,52,"2010-2014",2012,4,"Arctic Shorebird Demographics Network 2016",0.0384615384615385,0.637893340361924
"Calidris_alba","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",30.5,"132",0,0,NA,1,1,1,0.6,9,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_alpina","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",25,"132",27,21,NA,2,29,50,0.6,525.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0513796384395813,0.73250784037209
"Calidris_bairdii","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",24.3,"132",1,0,NA,0,1,1,0.6,6,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0.166666666666667,0.988090439881512
"Calidris_himantopus","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",24,"132",5,11,NA,1,6,17,0.6,177,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0282485875706215,0.497282118625597
"Calidris_melanotos","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",26,"132",154,172,NA,18,172,344,0.6,3686,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0417797069994574,0.670314790092486
"Calidris_pusilla","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",23.5,"132",149,202,NA,25,174,376,0.6,4055,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0367447595561036,0.585120057237301
"Phalaropus_fulicarius","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",22.8,"132",65,60,NA,10,75,135,0.6,1170,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0555555555555556,0.728342130067668
"Phalaropus_lobatus","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",22.5,"132",70,72,NA,12,82,154,0.6,1529.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.045766590389016,0.651479037232626
"Pluvialis_squatarola","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",31.75,"132",0,1,NA,0,0,1,0.6,22,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0,0
"Tryngites_subruficollis","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",27,"132",9,5,NA,0,9,14,0.6,167,"2010-2014",2012,3,"Arctic Shorebird Demographics Network 2016",0.0538922155688623,0.775923337757437
"Limnodromus_scolopaceus","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",24.25,"132",2,3,NA,0,2,5,0.6,41,"2010-2014",2012,4,"Arctic Shorebird Demographics Network 2016",0.0487804878048781,0.702622439166918
"Pluvialis_dominica","Canning River Delta, Alaska",70.1,-145.8,"Arctic","after",NA,NA,"NO","NA",32.25,"132",7,1,NA,1,8,9,0.6,98.5,"2010-2014",2012,3,"Arctic Shorebird Demographics Network 2016",0.0710659898477157,0.907207719105362
